,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,magugu,76,TZ,1578408243,67,-4.02,35.77,78.19,3.09
383,aksarka,18,RU,1578408243,87,66.56,67.8,1.51,10.89
384,bull savanna,3,JM,1578408243,70,17.89,-77.59,77.99,3.89
385,languyan,90,FR,1578408243,100,48.3,-3.83,57.2,12.75
386,salgotarjan,0,HU,1578408243,59,48.1,19.8,28.56,1.5
387,broome,20,GB,1578408243,81,52.47,1.45,52.0,17.22
388,santa barbara,1,US,1578408243,86,34.42,-119.7,59.0,3.36
389,sao filipe,100,CV,1578408243,67,14.9,-24.5,71.08,20.71
390,diebougou,84,BF,1578408243,12,10.97,-3.25,97.61,1.52
391,rio tercero,0,AR,1578408243,22,-32.17,-64.11,85.53,10.76
392,liverpool,75,GB,1578408023,87,53.41,-2.98,57.0,20.8
393,vierzon,90,FR,1578408244,100,47.22,2.07,50.0,3.36
394,bowen,10,AU,1578408244,88,-20.01,148.25,75.99,1.12
395,sao gabriel da cachoeira,23,BR,1578408244,54,-0.13,-67.09,89.38,3.91
396,antalaha,100,MG,1578408244,79,-14.9,50.28,82.87,12.15
397,kolobrzeg,67,PL,1578408244,10,54.18,15.58,34.0,8.3
398,anloga,0,GH,1578408244,38,5.79,0.9,91.4,6.93
399,cabedelo,75,BR,1578408244,53,-6.97,-34.84,86.0,9.17
400,faisalabad,1,PK,1578408244,88,31.42,73.09,50.31,3.15
401,khandyga,100,RU,1578408244,97,62.65,135.58,0.07,1.59
402,sitka,0,US,1578408244,73,37.17,-99.65,21.99,7.45
403,greenville,90,US,1578408125,100,34.85,-82.4,48.99,3.36
404,loandjili,75,CG,1578408244,83,-4.77,11.87,84.2,10.29
405,williamsburg,1,US,1578408244,87,37.27,-76.71,50.0,4.7
406,tiksi,100,RU,1578408244,88,71.64,128.87,-6.32,4.88
407,san cristobal,91,HN,1578408244,77,14.68,-86.92,67.69,4.07
408,barnala,97,IN,1578408244,95,30.38,75.54,53.44,1.99
409,poum,0,MK,1578408244,9,41.28,20.71,41.0,12.75
410,mezen,91,RU,1578408245,96,65.85,44.24,18.54,7.45
411,dudinka,75,RU,1578408245,85,69.41,86.18,10.4,20.13
412,mana,8,NG,1578408245,13,13.03,5.27,88.84,14.88
413,batagay,94,RU,1578408245,94,67.65,134.64,-14.22,0.83
414,manggar,98,ID,1578408245,81,-2.88,108.27,82.33,16.71
415,talcahuano,0,CL,1578408245,55,-36.72,-73.12,64.4,10.29
416,verkhoshizhemye,98,RU,1578408245,97,58.01,49.1,12.72,4.59
417,peniche,0,PT,1578408048,62,39.36,-9.38,59.0,5.82
418,puerto del rosario,40,ES,1578408245,68,28.5,-13.86,68.0,11.41
419,ternate,75,PH,1578408245,74,14.29,120.72,81.0,5.82
420,kalevala,100,FI,1578408245,96,64.12,29.58,36.52,11.45
421,gobabis,97,NA,1578408245,60,-22.45,18.97,76.41,7.61
422,dimitrovgrad,0,BG,1578408049,32,42.06,25.59,41.0,8.05
423,hirara,33,JP,1578408245,78,24.8,125.28,73.74,11.72
424,otavi,100,NA,1578408245,48,-19.64,17.34,75.58,11.92
425,great bend,1,US,1578408101,85,38.36,-98.78,24.01,6.93
426,high level,90,CA,1578408246,74,58.52,-117.13,-23.8,3.36
427,lawton,1,US,1578408246,58,34.61,-98.39,30.2,3.49
428,nanortalik,100,GL,1578408246,88,60.14,-45.24,19.36,24.36
429,namatanai,100,PG,1578408246,76,-3.66,152.44,83.23,4.23
430,houma,66,CN,1578408246,93,35.63,111.36,28.24,1.9
431,manzil bu zalafah,40,TN,1578408246,51,36.68,10.58,62.6,12.75
432,santa vitoria do palmar,0,BR,1578408246,34,-33.52,-53.37,79.41,9.93
433,madison,90,US,1578408246,82,43.07,-89.38,32.0,9.17
434,fredonia,20,CO,1578408246,60,5.93,-75.67,69.8,1.05
435,corn island,1,NI,1578408246,77,12.17,-83.04,80.06,17.16
436,berlevag,100,NO,1578408246,85,70.86,29.09,32.0,29.97
437,boca do acre,23,BR,1578408246,46,-8.76,-67.39,91.63,5.37
438,churapcha,94,RU,1578408246,97,62.0,132.43,2.86,2.44
439,natchez,1,US,1578408246,75,31.56,-91.4,46.4,4.7
440,bella union,0,CO,1578408246,56,8.5,-73.35,77.85,3.13
441,uruacu,100,BR,1578408064,80,-14.52,-49.14,77.43,2.48
442,bilibino,0,RU,1578408247,84,68.06,166.44,-25.51,2.95
443,green valley,1,US,1578408247,63,40.41,-89.64,33.01,5.82
444,marrakesh,0,MA,1578408247,45,31.63,-7.99,64.4,4.7
445,tartagal,90,AR,1578408023,88,-22.52,-63.8,71.6,4.52
446,comodoro rivadavia,40,AR,1578408247,25,-45.87,-67.48,73.4,32.21
447,eatonton,90,US,1578408247,81,33.33,-83.39,54.0,6.93
448,saint-joseph,40,FR,1578408247,66,43.56,6.97,57.2,6.93
449,san pedro,0,AR,1578408157,31,-33.68,-59.66,82.0,7.0
450,mabaruma,14,GY,1578408247,58,8.2,-59.78,85.28,4.52
451,baghmara,58,IN,1578408247,53,23.8,86.21,62.58,3.71
452,shellbrook,5,CA,1578408247,75,53.22,-106.39,-14.8,5.82
453,port shepstone,100,ZA,1578408247,88,-30.74,30.45,76.28,3.76
454,maniitsoq,100,GL,1578408247,97,65.42,-52.9,-0.67,20.58
455,san antonio,99,CL,1578408241,72,-33.58,-71.61,66.2,6.93
456,yumen,53,CN,1578408247,62,40.29,97.04,17.73,6.22
457,mae chan,40,TH,1578408247,88,20.15,99.85,71.6,1.12
458,atbasar,81,KZ,1578408248,95,51.81,68.36,8.62,1.7
459,uribia,18,CO,1578408248,65,11.71,-72.27,84.16,14.47
460,lagoa,0,PT,1578408248,67,37.14,-8.45,64.99,11.41
461,berezovyy,0,RU,1578408248,88,51.67,135.7,3.72,4.85
462,christchurch,88,NZ,1578408248,71,-43.53,172.64,53.01,6.93
463,meiganga,50,CM,1578408248,18,6.52,14.29,91.17,9.22
464,fort-shevchenko,94,KZ,1578408248,62,44.51,50.26,32.72,13.53
465,luanda,58,AO,1578408136,76,-8.83,13.24,83.03,8.21
466,inta,92,RU,1578408248,92,66.04,60.13,7.68,14.76
467,lubango,37,AO,1578408248,72,-14.92,13.49,68.85,10.27
468,batemans bay,97,AU,1578408248,89,-35.71,150.18,66.99,1.99
469,alofi,100,NU,1578408248,94,-19.06,-169.92,75.2,3.36
470,lebedinyy,100,RU,1578408248,95,58.52,125.52,13.14,15.03
471,khash,0,IR,1578408248,47,28.22,61.21,48.51,6.31
472,casa grande,40,PE,1578408248,93,-7.74,-79.19,66.2,9.17
473,umm lajj,0,SA,1578408249,50,25.02,37.27,60.48,6.55
474,ambanja,40,MG,1578408249,84,-13.68,48.45,86.0,4.7
475,nuuk,90,GL,1578407976,84,64.17,-51.74,5.0,24.16
476,bria,0,CF,1578408249,19,6.54,21.99,96.6,8.1
477,port augusta,0,AU,1578408249,64,-32.49,137.76,75.0,10.29
478,dhilwan,100,IN,1578408249,97,30.78,76.19,54.25,5.48
479,ust-ishim,77,RU,1578408249,94,57.69,71.17,2.39,2.89
480,birjand,0,IR,1578408249,38,32.86,59.22,39.2,4.7
481,plettenberg bay,100,ZA,1578408249,90,-34.05,23.37,69.91,13.06
482,jalu,33,LY,1578408249,45,29.03,21.55,58.87,12.37
483,nelson bay,100,AU,1578408249,69,-32.72,152.14,78.8,8.05
484,mbandaka,16,CD,1578408249,25,0.05,18.26,98.46,4.79
485,huanren,100,CN,1578408249,89,41.26,125.37,14.95,8.86
486,pareora,99,NZ,1578408249,88,-44.49,171.21,52.0,2.46
487,okhotsk,52,RU,1578408249,73,59.36,143.24,-10.98,7.74
488,marfino,90,RU,1578408250,86,56.07,37.56,32.0,8.95
489,ararat,40,AM,1578408250,64,39.85,44.7,37.4,1.12
490,richards bay,100,ZA,1578408250,81,-28.77,32.06,79.38,24.94
491,havelock,1,US,1578408082,62,34.88,-76.9,59.0,3.36
492,cap malheureux,40,MU,1578408250,79,-19.98,57.61,84.2,3.36
493,zhanaozen,68,KZ,1578408250,61,43.35,52.85,30.52,15.52
494,palana,38,RU,1578408250,77,59.08,159.95,4.41,4.32
495,galle,63,GN,1578408250,19,10.08,-12.83,92.41,4.14
496,madang,100,CN,1578408250,64,35.32,102.79,22.15,0.98
497,conakry,7,GN,1578408250,54,9.52,-13.7,83.08,10.51
498,den helder,90,NL,1578408233,93,52.96,4.76,48.99,19.46
499,helvecia,0,AR,1578408250,18,-31.1,-60.09,86.58,6.64
500,kavaratti,96,IN,1578408251,72,10.57,72.64,82.38,8.55
501,tezu,100,IN,1578408251,57,27.93,96.16,56.23,3.11
502,haines junction,100,CA,1578408251,99,60.75,-137.51,-7.92,5.39
503,sumbe,100,AO,1578408251,66,-11.2,13.84,84.69,8.41
504,port-gentil,40,GA,1578408251,74,-0.72,8.78,86.0,3.36
505,neuquen,0,AR,1578408251,28,-38.95,-68.06,84.0,10.29
506,gisborne,72,NZ,1578408038,70,-38.66,178.02,57.0,1.99
507,buchanan,40,LR,1578408251,59,5.88,-10.05,91.4,8.05
508,nokaneng,67,BW,1578408251,52,-19.66,22.19,81.9,7.31
509,launceston,100,AU,1578408012,93,-41.43,147.14,60.01,2.24
510,amahai,100,ID,1578408251,71,-3.31,129.0,88.0,4.0
511,isilkul,100,RU,1578408251,96,54.9,71.26,13.19,3.87
512,rumphi,94,MW,1578408251,85,-11.02,33.86,75.49,0.78
513,kirkwall,75,GB,1578408251,93,58.98,-2.96,53.01,20.8
514,soyo,75,AO,1578408251,66,-6.13,12.37,87.8,8.05
515,dubbo,75,AU,1578408251,69,-32.25,148.6,75.2,13.87
516,fairbanks,98,US,1578408187,73,64.84,-147.72,-23.01,0.47
517,cajueiro,75,BR,1578408252,55,-9.4,-36.15,87.8,9.17
518,antigonish,20,CA,1578408252,79,45.62,-61.99,30.0,5.82
519,anadyr,40,RU,1578408252,75,64.73,177.51,-18.0,6.71
520,buturlino,18,RU,1578408252,94,55.57,44.9,12.04,4.21
521,margate,90,AU,1578408252,82,-43.03,147.26,59.0,8.05
522,guayaramerin,86,BO,1578408252,64,-10.82,-65.36,88.63,4.76
523,damaturu,16,NG,1578408252,20,11.75,11.96,89.01,12.17
524,sarh,0,TD,1578408252,16,9.14,18.39,95.0,4.7
525,poronaysk,0,RU,1578408252,74,49.22,143.1,14.9,4.32
526,ovalle,0,CL,1578407962,40,-30.6,-71.2,73.65,7.72
527,suntar,100,RU,1578408252,93,62.16,117.65,16.97,8.28
528,ipswich,0,AU,1578408252,73,-27.62,152.76,75.99,4.7
529,ketchikan,1,US,1578408252,79,55.34,-131.65,28.4,10.29
530,imperia,75,IT,1578408252,67,43.88,8.02,57.2,13.87
531,omurtag,20,BG,1578408146,59,43.1,26.42,33.8,5.82
532,viedma,0,AR,1578408252,25,-40.81,-62.99,79.79,14.27
533,bilimora,0,IN,1578408253,65,20.77,72.97,77.0,7.14
534,tambacounda,100,SN,1578408253,12,13.77,-13.67,84.2,6.93
535,pontianak,75,ID,1578408104,88,-0.02,109.34,80.6,3.36
536,egvekinot,0,RU,1578408253,68,66.32,-179.17,-19.01,1.07
537,pangnirtung,100,CA,1578408253,99,66.15,-65.72,-42.79,3.15
538,osa,100,RU,1578408253,96,57.28,55.46,14.56,1.99
539,palafrugell,66,ES,1578408253,54,41.92,3.16,62.01,1.12
540,nantucket,1,US,1578408253,48,41.28,-70.1,39.2,13.87
541,serra,20,BR,1578408150,70,-20.13,-40.31,87.8,19.46
542,vrede,99,ZA,1578408253,33,-27.43,29.16,80.02,8.43
543,belmonte,0,PT,1578408254,15,40.36,-7.35,63.0,1.99
544,lake havasu city,1,US,1578408254,42,34.47,-114.34,48.2,8.05
545,luau,92,CD,1578408254,74,-10.7,22.23,74.01,1.95
546,nizhniy odes,96,RU,1578408254,95,63.64,54.86,9.0,5.55
547,hailar,59,CN,1578408254,100,49.2,119.7,-6.02,3.74
548,dorogobuzh,100,RU,1578408254,94,54.91,33.3,29.34,6.22
549,flagstaff,1,US,1578408233,92,35.2,-111.65,39.2,5.01
550,riyadh,72,SA,1578408203,42,24.63,46.72,62.6,4.7
551,gladstone,40,AU,1578408046,69,-23.84,151.26,77.0,5.82
552,sterling,75,US,1578408230,69,39.0,-77.4,41.0,4.85
553,jacareacanga,51,BR,1578408254,88,-6.22,-57.76,82.22,4.38
554,alta floresta,94,BR,1578408254,66,-9.87,-56.08,87.8,4.7
555,gizo,90,IL,1578408254,58,31.8,34.94,59.0,17.22
556,phuket,20,TH,1578408159,83,7.89,98.4,77.0,1.12
557,puertollano,1,ES,1578408060,54,38.69,-4.11,59.0,1.83
558,trairi,75,BR,1578408254,55,-3.28,-39.27,87.42,4.97
559,maceio,75,BR,1578408010,55,-9.67,-35.74,87.8,9.17
560,obeliai,100,LT,1578408255,91,55.94,25.8,33.21,7.2
561,kisiwani,96,TZ,1578408255,78,-4.13,37.95,76.57,7.16
562,tumut,63,AU,1578408255,64,-35.3,148.22,65.14,3.31
563,nishihara,90,JP,1578408255,100,35.74,139.53,42.01,8.05
564,lerik,40,AZ,1578408255,59,38.78,48.42,42.8,16.11
